"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL5779438";"";"None";"630.69";"1";"3.20";"BDBM511556";"Cc1nnn(Cc2cc(C(F)(F)F)ccc2CCC(=O)N2CCC(CC[S+]([O-])c3ccc(S(N)(=O)=O)cc3F)CC2)n1";"IC50";"'='";"12.3";"nM";"7.91";"";"1071206";"UO_0000065";"12.54";"0.26";"4.71";"5.38";"0";"CHEMBL5737121";"Human Carbonic Anhydrase-II Inhibition Assay: Human carbonic anhydrase II (hCA-II) inhibition was measured by an absorbance method using 4-nitrophenyl acetate (4-NPA) as its substrate. 4-NPA can be catalyzed by active hCA II via a zinc-hydroxide mechanism. The nitrophenolate in the products can be ionized to generate a bright yellow anion with high absorbance at 348 to 400 nm, as reported in the literature (Armstrong et al., J. Biol. Chem. 1966, 241, 5137-5149). OD340 nm was chosen for detecting hCA II substrate conversion.Assay working solutions were made as follows:Assay buffer: 50 mM MOPS, 33 mM Na2SO4, 1 mM EDTA, 0.5 mg/mL BSA, pH 7.5;Enzyme solution: hCA-II (human, full length) stock solution (1.0 mg/mL in 20 mM HEPES, 50 mM NaCl, pH 7.4), diluted to 2133× final concentration in assay buffer;4-NPA substrate solution: 4-NPA substrate stock solution (250 mM in DMSO, stored at −20° C.), diluted to 50× final concentration in deionized water.Test compounds (10 mM stock in DMSO, 100 μL) were obtained in 96-well sample plates (Corning Costar #3655) and diluted to 0.5 mM. Column-wise serial dilutions were made by transferring 20 μL compound solutions to the next column, from column 3 up to 22. After this, 1.2 μL were transferred to 384 well assay plates (Corning Costar #3701). Then 30 μL of 16 nM hCA II solution was added (8 nM final concentration), mixed five times. 30 μL of 4-NPA substrate solution was added (2.5 mM final concentration), mixed five times. Absorbance at 340 nm was then measured immediately as time zero. The assay plates were incubated at room temperature for 1 hour and then measured as time 1 hour (Perkin Elmer EnVision 2103; Filter: Photometric 340; Light intensity 60%; Number of flashes: 10). IC50 values and Ki values were calculated from these readouts.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728622";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"12.3"
"CHEMBL5978755";"";"None";"609.74";"1";"3.27";"BDBM511573";"NS(=O)(=O)c1ccc(S(=O)(=O)CCC2CCN(C(=O)c3cc(OCC4CCOCC4)nc(C4CC4)c3)CC2)c(F)c1";"IC50";"'='";"20.0";"nM";"7.70";"";"1071240";"UO_0000065";"12.63";"0.26";"4.43";"5.27";"0";"CHEMBL5737121";"Human Carbonic Anhydrase-II Inhibition Assay: Human carbonic anhydrase II (hCA-II) inhibition was measured by an absorbance method using 4-nitrophenyl acetate (4-NPA) as its substrate. 4-NPA can be catalyzed by active hCA II via a zinc-hydroxide mechanism. The nitrophenolate in the products can be ionized to generate a bright yellow anion with high absorbance at 348 to 400 nm, as reported in the literature (Armstrong et al., J. Biol. Chem. 1966, 241, 5137-5149). OD340 nm was chosen for detecting hCA II substrate conversion.Assay working solutions were made as follows:Assay buffer: 50 mM MOPS, 33 mM Na2SO4, 1 mM EDTA, 0.5 mg/mL BSA, pH 7.5;Enzyme solution: hCA-II (human, full length) stock solution (1.0 mg/mL in 20 mM HEPES, 50 mM NaCl, pH 7.4), diluted to 2133× final concentration in assay buffer;4-NPA substrate solution: 4-NPA substrate stock solution (250 mM in DMSO, stored at −20° C.), diluted to 50× final concentration in deionized water.Test compounds (10 mM stock in DMSO, 100 μL) were obtained in 96-well sample plates (Corning Costar #3655) and diluted to 0.5 mM. Column-wise serial dilutions were made by transferring 20 μL compound solutions to the next column, from column 3 up to 22. After this, 1.2 μL were transferred to 384 well assay plates (Corning Costar #3701). Then 30 μL of 16 nM hCA II solution was added (8 nM final concentration), mixed five times. 30 μL of 4-NPA substrate solution was added (2.5 mM final concentration), mixed five times. Absorbance at 340 nm was then measured immediately as time zero. The assay plates were incubated at room temperature for 1 hour and then measured as time 1 hour (Perkin Elmer EnVision 2103; Filter: Photometric 340; Light intensity 60%; Number of flashes: 10). IC50 values and Ki values were calculated from these readouts.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728622";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"20.0"
"CHEMBL364081";"";"None";"457.60";"0";"1.39";"11a";"CN(C)CC/N=C(\S)Nc1ccc(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1";"Ki";"'='";"8.1";"nM";"8.09";"";"";"UO_0000065";"17.68";"0.38";"6.70";"6.04";"0";"CHEMBL828905";"Inhibitory constant against human Carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144388";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"8.1"
"CHEMBL195509";"";"None";"512.68";"1";"1.08";"11c";"CN1CCN(CC/N=C(\S)Nc2ccc(S(=O)(=O)Nc3ccc(S(N)(=O)=O)cc3)cc2)CC1";"Ki";"'='";"7.2";"nM";"8.14";"";"";"UO_0000065";"15.88";"0.34";"7.06";"5.93";"0";"CHEMBL828905";"Inhibitory constant against human Carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144388";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"7.2"
"CHEMBL1270341";"";"None";"476.60";"0";"3.54";"4a";"Cc1c(C(=O)NCCN(C)C)cc(-c2ccc3ccccc3c2)n1-c1ccc(S(N)(=O)=O)cc1";"Ki";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"15.23";"0.29";"3.72";"7.45";"0";"CHEMBL1272635";"Inhibition of human carbonic anhydrase 2 by stopped flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1268924";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"55.0"
"CHEMBL1270531";"";"None";"502.64";"1";"4.08";"4d";"Cc1c(C(=O)NCCN2CCCC2)cc(-c2ccc3ccccc3c2)n1-c1ccc(S(N)(=O)=O)cc1";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"15.92";"0.30";"3.92";"8.21";"0";"CHEMBL1272635";"Inhibition of human carbonic anhydrase 2 by stopped flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1268924";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"10.0"
"CHEMBL52944";"";"None";"350.51";"0";"1.17";"53";"NS(=O)(=O)c1cc2cc(CN3CC[S+]([O-])CC3)sc2s1";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"23.96";"0.57";"7.23";"9.71";"0";"CHEMBL656579";"In vitro inhibitory activity against human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125927";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"4E-9"
"CHEMBL50929";"";"None";"248.35";"0";"1.07";"46";"NCc1cc2cc(S(N)(=O)=O)sc2s1";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"31.62";"0.77";"6.78";"9.11";"0";"CHEMBL656579";"In vitro inhibitory activity against human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125927";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"1.4E-8"
"CHEMBL539259";"";"None";"340.92";"0";"2.50";"37";"CC(C)(C)NCc1cc2cc(S(N)(=O)=O)sc2s1.Cl";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"26.28";"0.61";"5.50";"11.08";"0";"CHEMBL656580";"The compound was tested for in vitro inhibitory activity against human carbonic anhydrase II. ";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125927";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"1E-8"
"CHEMBL415964";"";"None";"352.50";"0";"1.39";"table 6";"CCC[C@@H]1C[C@H](NCC)c2cc(S(N)(=O)=O)sc2S1(=O)=O";"Ki";"'='";"0.17";"nM";"9.77";"";"";"UO_0000065";"27.72";"0.64";"8.38";"9.19";"0";"CHEMBL658729";"Compound was evaluated for the inhibitory constant towards Human Carbonic anhydrase II (HCA II)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127692";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"0.17"
"CHEMBL2112274";"";"None";"781.12";"3";"-4.58";"Zn-dtpa-M2";"NS(=O)(=O)c1nnc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)Nc2nnc(S(N)(=O)=O)s2)CC(=O)[O-])CC(=O)[O-])s1.[Zn+2]";"Ki";"'='";"0.5";"nM";"9.30";"";"";"UO_0000065";"12.96";"0.28";"13.88";"2.64";"0";"CHEMBL824220";"Inhibition of cloned isozyme, human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134204";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"0.5"
"CHEMBL333193";"";"None";"267.35";"0";"0.12";"8";"NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2";"Ki";"'='";"3.3";"nM";"8.48";"";"";"UO_0000065";"31.72";"0.77";"8.36";"8.99";"0";"CHEMBL659853";"In vitro binding to human erythrocyte carbonic anhydrase was determined by fluorescence competition assay employing the fluorescent CA inhibitor dansylamide";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123900";"1";"Scientific Literature";"J Med Chem";"1987";"None";"";"";"";"3.3E-9"
"CHEMBL417975";"SEZOLAMIDE";"2.0";"338.48";"0";"0.86";"S-8 (MK-417)";"CC(C)CN[C@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21";"IC50";"'='";"0.54";"nM";"9.27";"";"";"UO_0000065";"27.38";"0.63";"8.41";"8.72";"0";"CHEMBL656567";"50% inhibitory concentration against human carbonic anhydrase II (HCA II) after pre-incubation for 4 min at 37 degree C";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124372";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"0.54"
"CHEMBL353767";"";"None";"188.21";"0";"0.01";"18";"NS(=O)(=O)Nc1ccc(O)cc1";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"42.09";"0.90";"7.91";"8.57";"0";"CHEMBL658045";"Inhibitory activity against human cloned isoenzyme carbonic anhydrase II (hCA II), by esterase method.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136615";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"12.0"
"CHEMBL268177";"";"None";"298.11";"0";"0.52";"10";"Nc1ccc(S(N)(=O)=O)cc1I";"Ki";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"24.00";"0.81";"6.63";"8.30";"1";"CHEMBL1063127";"Inhibition of Helicobacter pylori beta-carbonic anhydrase by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Helicobacter pylori";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152937";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"70.0"
"CHEMBL266240";"";"None";"285.73";"0";"-0.78";"12";"Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O";"Ki";"'='";"75.0";"nM";"7.12";"";"";"UO_0000065";"24.94";"0.61";"7.90";"4.87";"1";"CHEMBL1063127";"Inhibition of Helicobacter pylori beta-carbonic anhydrase by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Helicobacter pylori";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152937";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"75.0"
"CHEMBL265674";"";"None";"180.21";"0";"-1.23";"13";"Nc1nnc(S(N)(=O)=O)s1";"Ki";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"40.07";"0.99";"8.45";"6.45";"1";"CHEMBL1063127";"Inhibition of Helicobacter pylori beta-carbonic anhydrase by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Helicobacter pylori";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152937";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"60.0"
"CHEMBL6753";"";"None";"194.24";"0";"-1.39";"14";"Cn1nc(S(N)(=O)=O)sc1=N";"Ki";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"39.75";"0.96";"9.11";"7.58";"1";"CHEMBL1063127";"Inhibition of Helicobacter pylori beta-carbonic anhydrase by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Helicobacter pylori";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152937";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"19.0"
"CHEMBL220492";"TOPIRAMATE";"4.0";"339.37";"0";"-0.40";"TPM";"CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"23.57";"0.50";"8.40";"6.92";"1";"CHEMBL1063127";"Inhibition of Helicobacter pylori beta-carbonic anhydrase by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Helicobacter pylori";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152937";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"10.0"
"CHEMBL510182";"";"None";"650.70";"3";"5.64";"14a";"NS(=O)(=O)c1nnc(NC(=O)c2nn(-c3cccc(/N=N/c4ccc(O)cc4)c3)c(-c3ccccc3)c2C(=O)c2ccccc2)s1";"IC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"11.77";"0.23";"2.02";"3.93";"0";"CHEMBL975372";"Inhibition of esterase activity of human carbonic anhydrase 2 by CO2 hydration method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139235";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"0.022"
"CHEMBL513122";"";"None";"513.56";"2";"2.05";"11";"CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2ccc(N)cc2)c1-c1ccccc1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"15.23";"0.31";"5.77";"4.23";"0";"CHEMBL975372";"Inhibition of esterase activity of human carbonic anhydrase 2 by CO2 hydration method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139235";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"0.015"
"CHEMBL269628";"";"None";"320.18";"0";"-0.13";"K";"Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl";"Ki";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"23.59";"0.61";"7.68";"5.16";"1";"CHEMBL824220";"Inhibition of cloned isozyme, human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134204";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"28.0"
"CHEMBL35118";"";"None";"229.29";"0";"0.53";"P";"Nc1ccc2nc(S(N)(=O)=O)sc2c1";"Ki";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"35.09";"0.78";"7.52";"8.12";"1";"CHEMBL824220";"Inhibition of cloned isozyme, human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134204";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"9.0"
"CHEMBL17";"DICHLORPHENAMIDE";"4.0";"305.16";"0";"0.29";"DCP";"NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1";"Ki";"'='";"38.0";"nM";"7.42";"";"";"UO_0000065";"24.32";"0.63";"7.13";"6.17";"1";"CHEMBL3395807";"Inhibition of human recombinant carbonic anhydrase 2 by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392988";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"38.0"
"CHEMBL220491";"BRINZOLAMIDE";"4.0";"383.52";"0";"0.09";"BRZ";"CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21";"Ki";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"22.22";"0.51";"8.43";"7.17";"1";"CHEMBL3395807";"Inhibition of human recombinant carbonic anhydrase 2 by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392988";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"3.0"
"CHEMBL332648";"";"None";"364.41";"0";"-2.54";"C15";"CN(CC(=O)NCCC(=O)Nc1nnc(S(N)(=O)=O)s1)C(=N)N";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"23.87";"0.52";"11.24";"4.41";"0";"CHEMBL657153";"Inhibitory activity against human recombinant carbonic anhydrase II (CA2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132382";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"2.0"
"CHEMBL97725";"";"None";"381.28";"0";"2.67";"C1";"NS(=O)(=O)c1ccccc1NC(=O)Nc1c(F)c(F)c(F)c(F)c1F";"Ki";"'='";"44.0";"nM";"7.36";"";"";"UO_0000065";"19.29";"0.40";"4.69";"7.26";"0";"CHEMBL658040";"In vitro inhibitory activity against human carbonic anhydrase II (hCAII)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148281";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"44.0"
"CHEMBL1099151";"";"None";"452.46";"0";"1.91";"6n";"NCCCCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1c(F)c(F)cc(F)c1F";"IC50";"'='";"45.9";"nM";"7.34";"";"";"UO_0000065";"16.22";"0.35";"5.43";"5.73";"0";"CHEMBL1106608";"Inhibition of carbonic anhydrase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157929";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"45.9"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"3";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"35.64";"0.83";"8.78";"6.89";"1";"CHEMBL861559";"Inhibition of human recombinant carbonic anhydrase 2 by stopped-flow CO2 hydrase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138198";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"12.0"
"CHEMBL170592";"";"None";"418.90";"0";"2.10";"8q";"Cc1cc(C)[n+](CCc2ccc(S(N)(=O)=O)cc2)c(C)c1C.[O-][Cl+3]([O-])([O-])[O-]";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"25.04";"0.50";"5.90";"12.49";"0";"CHEMBL657846";"Inhibitory activity against human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148465";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"10.0"
"CHEMBL141624";"";"None";"504.44";"1";"2.42";"C23";"NS(=O)(=O)c1nc2ccc(OCCOS(=O)(=O)c3c(F)c(F)c(F)c(F)c3F)cc2s1";"Ki";"'='";"0.5";"nM";"9.30";"";"";"UO_0000065";"18.44";"0.41";"6.88";"7.40";"0";"CHEMBL657194";"Inhibition of human recombinant carbonic anhydrase II (CA2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133531";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"0.5"
"CHEMBL344156";"";"None";"362.33";"0";"1.17";"A22";"NS(=O)(=O)c1nc2ccc(OS(=O)(=O)C(F)(F)F)cc2s1";"Ki";"'='";"0.9";"nM";"9.05";"";"";"UO_0000065";"24.97";"0.59";"7.88";"7.77";"0";"CHEMBL657194";"Inhibition of human recombinant carbonic anhydrase II (CA2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133531";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"0.9"
"CHEMBL1163951";"";"None";"368.42";"0";"2.40";"14";"NS(=O)(=O)c1cnccc1Sc1nc2ccc([N+](=O)[O-])cc2s1";"Ki";"'='";"94.8";"nM";"7.02";"";"";"UO_0000065";"19.06";"0.42";"4.62";"5.44";"0";"CHEMBL1167307";"Inhibition of human cloned carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1165874";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"94.8"
"CHEMBL1165319";"";"None";"202.24";"0";"0.13";"5";"CCOc1ccncc1S(N)(=O)=O";"Ki";"'='";"76.7";"nM";"7.12";"";"";"UO_0000065";"35.18";"0.75";"6.99";"8.65";"0";"CHEMBL1167307";"Inhibition of human cloned carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1165874";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"76.7"
"CHEMBL227567";"";"None";"410.49";"0";"1.95";"1g";"COc1ccc(S(=O)(=O)N(CC(=O)NO)OC2C3CC4CC(C3)CC2C4)cc1";"Ki";"'='";"96.0";"nM";"7.02";"";"";"UO_0000065";"17.10";"0.34";"5.07";"6.67";"0";"CHEMBL904078";"Inhibition of human recombinant carbonic anhydrase 2 by CO2 hydration method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142918";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"0.096"
"CHEMBL266026";"";"None";"341.41";"0";"0.39";"16";"Nc1ccc(S(=O)(=O)NCc2ccc(S(N)(=O)=O)cc2)cc1";"Ki";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"21.49";"0.46";"6.95";"5.54";"1";"CHEMBL829640";"Ki value against human carbonic anhydrase II (hCA II)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141984";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"46.0"
